,Código,Descrição,CNPJ/CPF,valor_empenhado,valor_liquidado,valor_pago,cnpj,mes,mes_int,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,razao_social,uf,cidade,cidade_ibge_id,codigo_ibge,municipio,latitude,longitude,capital,codigo_uf,siafi_id,ddd,fuso_horario
10,359602.0,AGM REFRIGERACAO LTDA,20.310.362/0001-96,1145.0,0.0,0.0,20310362000196,janeiro,1,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,AGM REFRIGERACAO LTDA,RS,Marau,4311809.0,4311809.0,Marau,-28.4498,-52.1986,0.0,43.0,8737.0,54.0,America/Sao_Paulo
11,358182.0,AIRGAS COMERCIO E TRANSPORTES LTDA,05.911.435/0001-01,1910.0,0.0,0.0,05911435000101,janeiro,1,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,AIRGAS COMERCIO E TRANSPORTES LTDA,RS,Passo Fundo,4314100.0,4314100.0,Passo Fundo,-28.2576,-52.4091,0.0,43.0,8785.0,54.0,America/Sao_Paulo
12,358422.0,AJP COMERCIO ATACADO E VAREJO DE PRODUTOS DE LIMPE,36.047.635/0001-91,7121.0,0.0,0.0,36047635000191,janeiro,1,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,,,,AJP COMERCIO ATACADO E VAREJO DE PRODUTOS DE LIMPEZA LTDA,RS,Bom Princípio,4302352.0,4302352.0,Bom Princípio,-29.4856,-51.3548,0.0,43.0,9823.0,51.0,America/Sao_Paulo
13,49245.0,ALDORI PASSARIN,008.XXX.130-03,13000.0,733.0,733.0,00813003,janeiro,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,303194.0,ALENCAR C GRANZOTTO ME,10.545.342/0001-40,426.0,426.0,426.0,10545342000140,janeiro,1,376.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0,,,,ALENCAR C GRANZOTTO,RS,Serafina Corrêa,4320404.0,4320404.0,Serafina Corrêa,-28.7126,-51.9352,0.0,43.0,8909.0,54.0,America/Sao_Paulo
15,47724.0,ALEX REOLON,753.XXX.730-04,13000.0,806.3,806.3,75373004,janeiro,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,356927.0,ALEXANDRE CECCON BETINARDI,36.457.912/0001-34,240.0,240.0,240.0,36457912000134,janeiro,1,377.0,377.0,377.0,377.0,377.0,377.0,377.0,377.0,377.0,377.0,377.0,377.0,377.0,377.0,377.0,377.0,377.0,,,,ALEXANDRE CECCON BETINARDI 03323232003,RS,Serafina Corrêa,4320404.0,4320404.0,Serafina Corrêa,-28.7126,-51.9352,0.0,43.0,8909.0,54.0,America/Sao_Paulo
17,1831.0,ALEXANDRE JOEL BALDO - ME,95.141.255/0001-80,39779.92,18800.0,18800.0,95141255000180,janeiro,1,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,ALEXANDRE JOEL BALDO,RS,Casca,4304903.0,4304903.0,Casca,-28.5605,-51.9815,0.0,43.0,8595.0,54.0,America/Sao_Paulo
18,50099.0,ALICE DE BORTOLI SCALSAVARA,577.XXX.620-72,5100.0,850.0,850.0,57762072,janeiro,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,357963.0,ALPHA REVEILLEAU LABORATORIO LIMITADA,94.169.075/0001-44,12747.0,0.0,0.0,94169075000144,janeiro,1,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,ALPHA REVEILLEAU LABORATORIO LIMITADA,RS,Marau,4311809.0,4311809.0,Marau,-28.4498,-52.1986,0.0,43.0,8737.0,54.0,America/Sao_Paulo
20,310096.0,ALZENI TEIXEIRA DE BORBA 21466521015,13.298.136/0001-71,4172.02,2204.37,2204.37,13298136000171,janeiro,1,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,ALZENI TEIXEIRA DE BORBA 21466521015,RS,Serafina Corrêa,4320404.0,4320404.0,Serafina Corrêa,-28.7126,-51.9352,0.0,43.0,8909.0,54.0,America/Sao_Paulo
21,451.0,AMESNE,01.730.073/0001-00,12000.0,1000.0,1000.0,01730073000100,janeiro,1,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,ASSOCIACAO MUNICIPIOS DA ENCOSTA SUPERIOR DO NORDESTE - AMESNE,RS,Bento Gonçalves,4302105.0,4302105.0,Bento Gonçalves,-29.1662,-51.5165,0.0,43.0,8541.0,54.0,America/Sao_Paulo
22,325702.0,AMILTON PANIZ DOS SANTOS,14.797.210/0001-67,21500.0,0.0,0.0,14797210000167,janeiro,1,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,AMILTON PANIZ DOS SANTOS,RS,Serafina Corrêa,4320404.0,4320404.0,Serafina Corrêa,-28.7126,-51.9352,0.0,43.0,8909.0,54.0,America/Sao_Paulo
23,357578.0,ANA CAROLINA HAACK DE CASTRO,38.387.883/0001-07,7685.0,0.0,0.0,38387883000107,janeiro,1,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,ANA CAROLINA HAACK DE CASTRO,RS,Palmeira das Missões,4313706.0,4313706.0,Palmeira das Missões,-27.9007,-53.3134,0.0,43.0,8777.0,55.0,America/Sao_Paulo
24,312820.0,ANACLETO FAÉ,16.727.013/0001-05,4148.23,0.0,0.0,16727013000105,janeiro,1,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,ANACLETO FAE,RS,Serafina Corrêa,4320404.0,4320404.0,Serafina Corrêa,-28.7126,-51.9352,0.0,43.0,8909.0,54.0,America/Sao_Paulo
25,357168.0,ANDERSON VOLPI,31.596.407/0001-57,13776.0,0.0,0.0,31596407000157,janeiro,1,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,ANDERSON VOLPI,RS,Carazinho,4304705.0,4304705.0,Carazinho,-28.2958,-52.7933,0.0,43.0,8591.0,54.0,America/Sao_Paulo
26,326034.0,ANDRE ARROQUE- EIRELI,32.845.579/0001-80,54733.58,0.0,0.0,32845579000180,janeiro,1,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,ANDRE ARROQUELTDA,RS,Serafina Corrêa,4320404.0,4320404.0,Serafina Corrêa,-28.7126,-51.9352,0.0,43.0,8909.0,54.0,America/Sao_Paulo
27,37582.0,ANTONIO LUIZ GEMELLI,438.XXX.470-53,21780.0,1980.0,1980.0,43847053,janeiro,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,37647.0,ARCIO GEMELLI,905.XXX.090-72,19000.0,879.56,879.56,90509072,janeiro,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,359596.0,ARMANDO BROCCO,005.XXX.030-68,500.0,500.0,500.0,00503068,janeiro,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,324099.0,ARNALDO ROQUE TROIAN ME,27.423.620/0001-90,336036.98,0.0,0.0,27423620000190,janeiro,1,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,ARNALDO ROQUE TROIAN,RS,Serafina Corrêa,4320404.0,4320404.0,Serafina Corrêa,-28.7126,-51.9352,0.0,43.0,8909.0,54.0,America/Sao_Paulo
31,359239.0,ARPL DISTRIBUIDORA LTDA,51.978.129/0001-00,26546.75,0.0,0.0,51978129000100,janeiro,1,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,,,,ARPL DISTRIBUIDORA LTDA,RS,Bom Princípio,4302352.0,4302352.0,Bom Princípio,-29.4856,-51.3548,0.0,43.0,9823.0,51.0,America/Sao_Paulo
32,43024.0,ARSAM TECNOLOGIA DO AR LTDA,08.058.920/0001-72,58441.9,5312.9,5312.9,08058920000172,janeiro,1,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,ARSAM TECNOLOGIA DO AR LTDA,RS,Serafina Corrêa,4320404.0,4320404.0,Serafina Corrêa,-28.7126,-51.9352,0.0,43.0,8909.0,54.0,America/Sao_Paulo
33,43225.0,ARTEFATOS DE CONCRETO GEMASI LTDA - ME,08.367.007/0001-58,660.0,0.0,0.0,08367007000158,janeiro,1,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,ARTEFATOS DE CONCRETO GEMASI LTDA,RS,Serafina Corrêa,4320404.0,4320404.0,Serafina Corrêa,-28.7126,-51.9352,0.0,43.0,8909.0,54.0,America/Sao_Paulo
34,320577.0,ASSOC DE PROT AOS ANIMAIS DE S C - APASC,20.403.744/0001-64,50000.0,3800.0,3800.0,20403744000164,janeiro,1,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,ASSOCIACAO DE PROTECAO AOS ANIMAIS DE SERAFINA CORREA-APASC,RS,Serafina Corrêa,4320404.0,4320404.0,Serafina Corrêa,-28.7126,-51.9352,0.0,43.0,8909.0,54.0,America/Sao_Paulo
35,663.0,ASSOC DOS PAIS E AMIGOS DOS EXCEP DE SERAFINA CORR,90.221.631/0001-23,646693.68,52026.24,52026.24,90221631000123,janeiro,1,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,ASSOC DOS PAIS E AMIGOS DOS EXCEP DE SERAFINA CORREA,RS,Serafina Corrêa,4320404.0,4320404.0,Serafina Corrêa,-28.7126,-51.9352,0.0,43.0,8909.0,54.0,America/Sao_Paulo
36,357580.0,ASSOC RIOGR DE EMPR DE ASSIST TEC E EXTENSAO RURAL,89.161.475/0001-73,8662.95,0.0,0.0,89161475000173,janeiro,1,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,ASSOC RIOGR DE EMPR DE ASSIST TEC E EXTENSAO RURAL,RS,Porto Alegre,4314902.0,4314902.0,Porto Alegre,-30.0318,-51.2065,1.0,43.0,8801.0,51.0,America/Sao_Paulo
37,303438.0,ASSOCIACAO COMUN SERAFIN DE COMUNICACAO,09.306.284/0001-13,1523.49,1523.49,1523.49,09306284000113,janeiro,1,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,,,,ASSOCIACAO COMUNITARIA SERAFINENSE DE COMUNICACAO,RS,Serafina Corrêa,4320404.0,4320404.0,Serafina Corrêa,-28.7126,-51.9352,0.0,43.0,8909.0,54.0,America/Sao_Paulo
38,358773.0,ASSOCIACAO DE ARTES MARCIAIS CAVALHEIRO TEAM,42.288.366/0001-58,15147.8,0.0,0.0,42288366000158,janeiro,1,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,ASSOCIACAO DE ARTES MARCIAIS CAVALHEIRO TEAM,RS,Nova Bassano,4312906.0,4312906.0,Nova Bassano,-28.7291,-51.7072,0.0,43.0,8761.0,54.0,America/Sao_Paulo
39,357737.0,ASSOCIACAO DOS MUNICIPIOS DO PLANALTO,10.989.322/0001-69,9000.0,750.0,750.0,10989322000169,janeiro,1,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,ASSOCIACAO DOS MUNICIPIOS DO PLANALTO,RS,Passo Fundo,4314100.0,4314100.0,Passo Fundo,-28.2576,-52.4091,0.0,43.0,8785.0,54.0,America/Sao_Paulo
40,4020.0,ASSOCIACAO DR BARTHOLOMEU TACCHINI,87.547.444/0001-20,47183.95999999998,47183.96000000001,0.0,87547444000120,janeiro,1,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,ASSOCIACAO DR BARTHOLOMEU TACCHINI,RS,Bento Gonçalves,4302105.0,4302105.0,Bento Gonçalves,-29.1662,-51.5165,0.0,43.0,8541.0,54.0,America/Sao_Paulo
41,4020.0,ASSOCIACAO DR BARTHOLOMEU TACCHINI,87.547.444/0001-20,9287.36,847.11,847.11,87547444000120,janeiro,1,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,ASSOCIACAO DR BARTHOLOMEU TACCHINI,RS,Bento Gonçalves,4302105.0,4302105.0,Bento Gonçalves,-29.1662,-51.5165,0.0,43.0,8541.0,54.0,America/Sao_Paulo
42,322133.0,ASSOCIACAO GAUCHA MUNICIPALISTA,97.003.453/0001-03,7196.4,1199.4,599.7,97003453000103,janeiro,1,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,ASSOCIACAO GAUCHA MUNICIPALISTA,RS,Porto Alegre,4314902.0,4314902.0,Porto Alegre,-30.0318,-51.2065,1.0,43.0,8801.0,51.0,America/Sao_Paulo
43,325278.0,ASSOCIAÇÃO AMIGOS DE SANTA RITA,01.726.948/0001-91,41576.2,0.0,0.0,01726948000191,janeiro,1,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,ASSOCIACAO AMIGOS DE SANTA RITA,RS,Guaporé,4309407.0,4309407.0,Guaporé,-28.8399,-51.8895,0.0,43.0,8687.0,54.0,America/Sao_Paulo
44,358742.0,ASSOCIAÇÃO BRASILEIRA DE ESPORTES RADICAIS E CULTU,17.870.977/0001-62,85900.0,0.0,0.0,17870977000162,janeiro,1,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,,,,ASSOCIACAO BRASILEIRA DE ESPORTES RADICAIS E CULTURA - ABERC,RS,Serafina Corrêa,4320404.0,4320404.0,Serafina Corrêa,-28.7126,-51.9352,0.0,43.0,8909.0,54.0,America/Sao_Paulo
45,1663.0,ATUASERRA-ASSOC. DE TUR.DA SERRA  NORDES,90.481.227/0001-99,12600.0,1050.0,1050.0,90481227000199,janeiro,1,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,ASSOCIACAO DE TURISMO DA SERRA NORDESTE,RS,Bento Gonçalves,4302105.0,4302105.0,Bento Gonçalves,-29.1662,-51.5165,0.0,43.0,8541.0,54.0,America/Sao_Paulo
46,306557.0,B G K ASSESSORIA E PROJETOS LTDA,10.518.985/0001-03,25817.78,0.0,0.0,10518985000103,janeiro,1,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,B G K ASSESSORIA E PROJETOS LTDA,RS,São Valentim do Sul,4319711.0,4319711.0,São Valentim do Sul,-29.0451,-51.7684,0.0,43.0,5997.0,54.0,America/Sao_Paulo
47,325330.0,BAGGIO & MARCOLINA SISTEMAS DE LIMPEZA E SEGURANCA,08.145.249/0001-05,2329243.67,66384.53,66384.53,08145249000105,janeiro,1,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,BAGGIO & MARCOLINA SISTEMAS DE LIMPEZA E SEGURANCA LTDA,RS,Guaporé,4309407.0,4309407.0,Guaporé,-28.8399,-51.8895,0.0,43.0,8687.0,54.0,America/Sao_Paulo
48,444.0,BANCO DO BRASIL S/A,00.000.000/2000-18,16500.0,1222.7500000000002,1222.7500000000002,00000000200018,janeiro,1,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,BANCO DO BRASIL SA,RS,Serafina Corrêa,4320404.0,4320404.0,Serafina Corrêa,-28.7126,-51.9352,0.0,43.0,8909.0,54.0,America/Sao_Paulo
49,189.0,BANCO DO ESTADO DO RIO GRANDE DO SUL SA,92.702.067/0159-75,20000.0,1578.91,1578.91,92702067015975,janeiro,1,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,BANCO DO ESTADO DO RIO GRANDE DO SUL SA,RS,Serafina Corrêa,4320404.0,4320404.0,Serafina Corrêa,-28.7126,-51.9352,0.0,43.0,8909.0,54.0,America/Sao_Paulo
50,312401.0,BANRISUL CARTOES S.A.,92.934.215/0001-06,192064.40000000002,192064.39999999997,192064.4,92934215000106,janeiro,1,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,BANRISUL SOLUCOES EM PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO,RS,Porto Alegre,4314902.0,4314902.0,Porto Alegre,-30.0318,-51.2065,1.0,43.0,8801.0,51.0,America/Sao_Paulo
51,312401.0,BANRISUL CARTOES S.A.,92.934.215/0001-06,33600.0,2926.0,2926.0,92934215000106,janeiro,1,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,BANRISUL SOLUCOES EM PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO,RS,Porto Alegre,4314902.0,4314902.0,Porto Alegre,-30.0318,-51.2065,1.0,43.0,8801.0,51.0,America/Sao_Paulo
52,1427.0,BASEL-BASALTO SERRANO EIRELI,87.010.294/0001-10,18977.0,0.0,0.0,87010294000110,janeiro,1,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,BASEL BASALTO SERRANO LTDA,RS,Casca,4304903.0,4304903.0,Casca,-28.5605,-51.9815,0.0,43.0,8595.0,54.0,America/Sao_Paulo
53,310570.0,BEDIN E CIA LTDA - ME,13.690.460/0001-30,16050.0,0.0,0.0,13690460000130,janeiro,1,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,BEDIN E CIA LTDA,RS,Serafina Corrêa,4320404.0,4320404.0,Serafina Corrêa,-28.7126,-51.9352,0.0,43.0,8909.0,54.0,America/Sao_Paulo
54,358815.0,BIA ESPACO EM DANCA LTDA,49.702.735/0001-56,11184.0,0.0,0.0,49702735000156,janeiro,1,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,BIA ESPACO EM DANCA LTDA,RS,Serafina Corrêa,4320404.0,4320404.0,Serafina Corrêa,-28.7126,-51.9352,0.0,43.0,8909.0,54.0,America/Sao_Paulo
55,325981.0,BIOTECNO INDUSTRIA E COMERCIO LTDA,04.470.103/0001-76,1560.0,0.0,0.0,04470103000176,janeiro,1,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,BIOTECNO INDUSTRIA E COMERCIO LTDA,RS,Santa Rosa,4317202.0,4317202.0,Santa Rosa,-27.8702,-54.4796,0.0,43.0,8847.0,55.0,America/Sao_Paulo
56,359156.0,BONI DISTRIBUIDORA DE PRODUTOS DE LIMPEZA LTDA,28.719.518/0001-07,285.3,0.0,0.0,28719518000107,janeiro,1,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,BONI DISTRIBUIDORA DE PRODUTOS DE LIMPEZA LTDA,RS,Erechim,4307005.0,4307005.0,Erechim,-27.6364,-52.2697,0.0,43.0,8637.0,54.0,America/Sao_Paulo
